,OrganisationID,OrganisationName,Latitude,Longitude,City,County,Postcode,Address1,ParentName,OrganisationType,Sector
10,18314,Lee Mill Hospital,50.38948440551758,-3.959660053253173,Plymouth,Devon,PL21 9HL,,Livewell Southwest,Hospital,Independent Sector
11,18317,Mount Gould Hospital,50.37840270996094,-4.112740516662598,Plymouth,,PL4 7QD,,Livewell Southwest,Hospital,Independent Sector
12,18351,"Nuffield Health, Bournemouth Hospital",50.72975540161133,-1.8697808980941768,Bournemouth,Dorset,BH1 1RW,,Nuffield Health,Hospital,Independent Sector
13,18352,"Nuffield Health, Brentwood Hospital",51.62333297729492,0.312835305929184,Brentwood,Essex,CM15 8EH,,Nuffield Health,Hospital,Independent Sector
14,18353,"Nuffield Health, Brighton Hospital",50.83451843261719,-0.0819105133414268,Brighton,,BN2 6DX,,Nuffield Health,Hospital,Independent Sector
15,18354,"Nuffield Health, Bristol Hospital (Chesterfield)",51.45360946655274,-2.615984439849853,Bristol,Avon,BS8 1BN,3 Clifton Hill,Nuffield Health,Hospital,Independent Sector
16,18356,"Nuffield Health, Cambridge Hospital",52.19035339355469,0.1235585957765579,Cambridge,Cambridgeshire,CB2 8AF,Nuffield Health Cambridge Hospital,Nuffield Health,Hospital,Independent Sector
17,18357,"Nuffield Health, The Grosvenor Hospital, Chester",53.17634582519531,-2.895246744155884,Chester,Cheshire,CH4 7QP,"Nuffield Health Chester Hospital, The Grosvenor",Nuffield Health,Hospital,Independent Sector
18,18358,"Nuffield Health, Cheltenham Hospital",51.89192962646485,-2.129905462265014,Cheltenham,Gloucestershire,GL51 6SY,,Nuffield Health,Hospital,Independent Sector
19,18359,"Nuffield Health, Chichester Hospital",50.84798049926758,-0.7800131440162658,Chichester,,PO19 6WB,,Nuffield Health,Hospital,Independent Sector
20,18360,"Nuffield Health, Derby Hospital",52.89355087280274,-1.5301551818847656,Derby,Derbyshire,DE23 4SN,,Nuffield Health,Hospital,Independent Sector
21,18361,"Nuffield Health, Wessex Hospital",50.99697494506836,-1.3593509197235107,Eastleigh,Hampshire,SO53 2DW,Nuffield Health Wessex Hospital,Nuffield Health,Hospital,Independent Sector
22,18362,"Nuffield Health, Exeter Hospital",50.71631622314453,-3.511271715164185,Exeter,Devon,EX2 4UG,Nuffield Health Exeter Hospital,Nuffield Health,Hospital,Independent Sector
23,18363,"Nuffield Health, Guildford Hospital",51.24165344238281,-0.6125435829162598,Guildford,Surrey,GU2 7RF,,Nuffield Health,Hospital,Independent Sector
24,18365,"Nuffield Health, Haywards Heath Hospital",51.00840377807617,-0.1061214208602905,Haywards Heath,,RH16 1UD,,Nuffield Health,Hospital,Independent Sector
25,18366,"Nuffield Health, Hereford Hospital",52.06393814086914,-2.6999545097351074,Hereford,Herefordshire,HR1 1DF,,Nuffield Health,Hospital,Independent Sector
26,18367,"Nuffield Health, Ipswich Hospital",52.04751968383789,1.2289458513259888,Ipswich,Suffolk,IP4 5SW,,Nuffield Health,Hospital,Independent Sector
27,18368,"Nuffield Health, Warwickshire Hospital",52.30849838256836,-1.5438650846481323,Leamington Spa,Warwickshire,CV32 6RW,,Nuffield Health,Hospital,Independent Sector
28,18369,"Nuffield Health, Leeds Hospital",53.8006591796875,-1.5542573928833008,Leeds,West Yorkshire,LS1 3EB,Nuffield Health Leeds Hospital,Nuffield Health,Hospital,Independent Sector
29,18370,"Nuffield Health, Leicester Hospital",52.64425659179688,-1.0712954998016355,Leicester,Leicestershire,LE5 1HY,,Nuffield Health,Hospital,Independent Sector
30,18371,"Nuffield Health, Newcastle-upon-Tyne Hospital",54.98661422729492,-1.6052770614624023,Newcastle Upon Tyne,,NE2 1JP,,Nuffield Health,Hospital,Independent Sector
31,18372,"Nuffield Health, North Staffordshire Hospital",52.98740768432617,-2.22302770614624,Newcastle Under Lyme,Staffordshire,ST5 4DB,,Nuffield Health,Hospital,Independent Sector
32,18373,"Nuffield Health, Plymouth Hospital",50.41867446899414,-4.114448070526123,Plymouth,Devon,PL6 8BG,,Nuffield Health,Hospital,Independent Sector
33,18374,"Nuffield Health, Shrewsbury Hospital",52.69225692749024,-2.7714405059814453,Shrewsbury,Shropshire,SY3 9DP,,Nuffield Health,Hospital,Independent Sector
34,18375,"Nuffield Health, Tees Hospital",54.59342575073242,-1.3352185487747192,Stockton-on-Tees,Cleveland,TS20 1PX,Nuffield Health Tees Hospital,Nuffield Health,Hospital,Independent Sector
35,18376,"Nuffield Health, Taunton Hospital",51.02984619140625,-3.1268978118896484,Taunton,Somerset,TA2 6AN,,Nuffield Health,Hospital,Independent Sector
36,18377,"Nuffield Health, Tunbridge Wells Hospital",51.13151931762695,0.2780530154705048,Tunbridge Wells,Kent,TN2 4UL,,Nuffield Health,Hospital,Independent Sector
37,18378,"Nuffield Health, Woking Hospital",51.33221054077149,-0.5613659024238586,Woking,Surrey,GU21 4BY,,Nuffield Health,Hospital,Independent Sector
38,18379,"Nuffield Health, Wolverhampton Hospital",52.59346389770508,-2.171522378921509,Wolverhampton,,WV6 8LE,,Nuffield Health,Hospital,Independent Sector
39,18380,"Nuffield Health, The Manor Hospital, Oxford",51.76044464111328,-1.2155187129974363,Oxford,Oxfordshire,OX3 7RP,,Nuffield Health,Hospital,Independent Sector
40,18381,"Nuffield Health, York Hospital",53.97470092773438,-1.0755598545074463,York,North Yorkshire,YO31 8TA,,Nuffield Health,Hospital,Independent Sector
41,18385,Spire South Bank Hospital,52.18108749389648,-2.2162322998046875,Worcester,Worcestershire,WR5 3YB,,Spire Healthcare,Hospital,Independent Sector
42,18386,Spire Bristol Hospital,51.47204971313477,-2.6148507595062256,Bristol,,BS6 6UT,,Spire Healthcare,Hospital,Independent Sector
43,18388,Spire Southampton Hospital,50.93061065673828,-1.432714343070984,Southampton,Hampshire,SO16 6UY,Chalybeate Hospital,Spire Healthcare,Hospital,Independent Sector
44,18389,Spire Portsmouth Hospital,50.86859130859375,-0.9551261067390442,Havant,Hampshire,PO9 5NP,Bartons Road,Spire Healthcare,Hospital,Independent Sector
45,18390,Spire Gatwick Park Hospital,51.16768264770508,-0.1833824515342712,Horley,Surrey,RH6 0BB,Povey Cross Road,Spire Healthcare,Hospital,Independent Sector
46,18391,Spire Sussex Hospital,50.88537216186523,0.5677220821380615,St. Leonards-on-Sea,,TN37 7RE,,Spire Healthcare,Hospital,Independent Sector
47,18392,Spire Tunbridge Wells Hospital,51.13451385498047,0.1881597638130188,Tunbridge Wells,Kent,TN3 0RD,Fordcombe Road,Spire Healthcare,Hospital,Independent Sector
48,18393,Spire Alexandra Hospital,51.32793426513672,0.5265411734580994,Chatham,Kent,ME5 9PG,Impton Lane,Spire Healthcare,Hospital,Independent Sector
49,18394,Spire Wellesley Hospital,51.55439376831055,0.7276030778884885,Southend-on-Sea,Essex,SS2 4XH,Eastern Avenue,Spire Healthcare,Hospital,Independent Sector
50,18395,Spire London East Hospital,51.58715438842773,0.0430779606103897,Ilford,Essex,IG4 5PZ,Roding Lane South,Spire Healthcare,Hospital,Independent Sector
51,18396,Spire Bushey Hospital,51.6373405456543,-0.3317178189754486,Bushey,Hertfordshire,WD23 1RD,Heathbourne Road,Spire Healthcare,Hospital,Independent Sector
52,18397,Spire Harpenden Hospital,51.82812881469727,-0.3603774607181549,Harpenden,,AL5 4BP,Spire Harpenden Hospital,Spire Healthcare,Hospital,Independent Sector
53,18398,Spire Cambridge Lea Hospital,52.2447624206543,0.1133785024285316,Cambridge,Cambridgeshire,CB24 9EL,30 New Road,Spire Healthcare,Hospital,Independent Sector
54,18399,Spire Norwich Hospital,52.62712097167969,1.2257657051086426,Norwich,Norfolk,NR4 7TD,Watton Road,Spire Healthcare,Hospital,Independent Sector
55,18400,Spire Hartswood Hospital,51.60041427612305,0.2930419147014617,Brentwood,Essex,CM13 3LE,Eagle Way,Spire Healthcare,Hospital,Independent Sector
56,18401,Spire Parkway Hospital,52.4218864440918,-1.7631216049194336,Solihull,West Midlands,B91 2PP,1 Damson Parkway,Spire Healthcare,Hospital,Independent Sector
57,18402,Spire Little Aston Hospital,52.599609375,-1.8755688667297363,Sutton Coldfield,,B74 3UP,Little Aston Hall Drive,Spire Healthcare,Hospital,Independent Sector
58,18403,Spire Leicester Hospital,52.61466598510742,-1.0834567546844482,Leicester,Leicestershire,LE2 2FF,,Spire Healthcare,Hospital,Independent Sector
59,18404,Spire Cheshire Hospital,53.33747482299805,-2.576329708099365,Warrington,Cheshire,WA4 4LU,,Spire Healthcare,Hospital,Independent Sector
60,18405,Spire Murrayfield Hospital,53.34927749633789,-3.0800986289978027,Wirral,Merseyside,CH61 1AU,Holmwood Drive,Spire Healthcare,Hospital,Independent Sector
61,18406,Spire Manchester Hospital,53.42523193359375,-2.2536649703979488,Manchester,Greater Manchester,M20 2AF,170 Barlow Moor Road,Spire Healthcare,Hospital,Independent Sector
62,18407,Spire Leeds Hospital,53.83246994018554,-1.5139130353927612,Leeds,West Yorkshire,LS8 1NT,,Spire Healthcare,Hospital,Independent Sector
63,18408,Spire Washington Hospital,54.87936782836914,-1.5591007471084597,Washington,Tyne and Wear,NE38 9JZ,Picktree Lane,Spire Healthcare,Hospital,Independent Sector
64,18409,Spire Liverpool Hospital,53.3852767944336,-2.924102306365967,Liverpool,,L18 1HQ,Spire Liverpool Hospital,Spire Healthcare,Hospital,Independent Sector
65,18410,Spire Regency Hospital,53.26012802124024,-2.1377995014190674,Macclesfield,Cheshire,SK11 8DW,West Street,Spire Healthcare,Hospital,Independent Sector
66,18412,Spire Thames Valley Hospital,51.54278945922852,-0.5724008083343506,Slough,Berkshire,SL3 6NH,Wexham Street,Spire Healthcare,Hospital,Independent Sector
67,18413,Spire Dunedin Hospital,51.45022201538086,-0.9868063926696776,Reading,Berkshire,RG1 6NS,16 Bath Road,Spire Healthcare,Hospital,Independent Sector
68,18414,Spire Clare Park Hospital,51.22512817382813,-0.8474741578102112,Farnham,Surrey,GU10 5XX,Crondall Lane,Spire Healthcare,Hospital,Independent Sector
69,18416,Spire Fylde Coast Hospital,53.82605743408203,-3.019570589065552,Blackpool,Lancashire,FY3 8BP,,Spire Healthcare,Hospital,Independent Sector
70,18417,Spire Elland Hospital,53.68877792358398,-1.8289133310317995,Elland,West Yorkshire,HX5 9EB,Elland Lane,Spire Healthcare,Hospital,Independent Sector
71,18419,Spire Methley Park Hospital,53.74044418334961,-1.423310160636902,Leeds,West Yorkshire,LS26 9HG,Methley Lane,Spire Healthcare,Hospital,Independent Sector
72,18420,Spire Hull and East Riding Hospital,53.73925399780274,-0.435012012720108,Hull,,HU10 7AZ,Lowfield Road,Spire Healthcare,Hospital,Independent Sector
73,18421,The Montefiore Hospital,50.83185577392578,-0.1548852771520614,Hove,East Sussex,BN3 1RD,,Spire Healthcare,Hospital,Independent Sector
74,18423,BMI The Alexandra Hospital,53.39726638793945,-2.215813159942627,Cheadle,Cheshire,SK8 2PX,The Alexandra Hospital,BMI Healthcare,Hospital,Independent Sector
75,18424,BMI Bath Clinic,51.36428451538086,-2.332021951675415,Bath,,BA2 7BR,The Bath Clinic,BMI Healthcare,Hospital,Independent Sector
76,18425,BMI The Beardwood Hospital,53.75504302978516,-2.5131618976593018,Blackburn,Lancashire,BB2 7AE,,BMI Healthcare,Hospital,Independent Sector
77,18426,BMI The Beaumont Hospital,53.58149337768554,-2.4992904663085938,Bolton,Lancashire,BL6 4LA,Chorley New Road,BMI Healthcare,Hospital,Independent Sector
78,18427,BMI Bishops Wood Hospital,51.61645126342773,-0.446507066488266,Northwood,Middlesex,HA6 2JW,,BMI Healthcare,Hospital,Independent Sector
79,18428,BMI The Blackheath Hospital,51.46347427368164,0.0062793414108455,London,,SE3 9UD,,BMI Healthcare,Hospital,Independent Sector
80,18430,BMI The Chaucer Hospital,51.26171875,1.0874593257904053,Canterbury,Kent,CT4 7AR,,BMI Healthcare,Hospital,Independent Sector
81,18431,BMI Chelsfield Park Hospital,51.35846710205078,0.1308609545230865,Orpington,Kent,BR6 7RG,,BMI Healthcare,Hospital,Independent Sector
82,18432,BMI The Chiltern Hospital,51.69053268432617,-0.6936541795730591,Great Missenden,Buckinghamshire,HP16 0EN,,BMI Healthcare,Hospital,Independent Sector
83,18433,BMI The Clementine Churchill Hospital,51.56496810913086,-0.3326943218708038,Harrow,Middlesex,HA1 3RX,,BMI Healthcare,Hospital,Independent Sector
84,18434,BMI The Droitwich Spa Hospital,52.26553726196289,-2.150866270065308,Droitwich,Worcestershire,WR9 8DN,,BMI Healthcare,Hospital,Independent Sector
85,18438,BMI Hendon Hospital,51.593711853027344,-0.224589705467224,London,,NW4 1RP,BMI Hendon Hospital,BMI Healthcare,Hospital,Independent Sector
86,18439,BMI Goring Hall Hospital,50.8113899230957,-0.4318186938762665,Worthing,West Sussex,BN12 5AT,Bodiam Avenue,BMI Healthcare,Hospital,Independent Sector
87,18441,BMI The Harbour Hospital,50.72200775146485,-1.9756811857223515,Poole,Dorset,BH15 2BH,,BMI Healthcare,Hospital,Independent Sector
88,18442,BMI The Highfield Hospital,53.60650634765625,-2.167490243911743,Rochdale,Lancashire,OL11 4LZ,,BMI Healthcare,Hospital,Independent Sector
89,18443,BMI The Kings Oak Hospital,51.66790008544922,-0.1055540516972541,Enfield,Middlesex,EN2 8SD,,BMI Healthcare,Hospital,Independent Sector
90,18444,BMI The London Independent Hospital,51.52040100097656,-0.0467299558222293,London,,E1 4NL,,BMI Healthcare,Hospital,Independent Sector
91,18445,BMI The Manor Hospital,52.13838577270508,-0.5131367444992067,Biddenham,Bedfordshire,MK40 4AW,,BMI Healthcare,Hospital,Independent Sector
92,18446,BMI The Meriden Hospital,52.42121505737305,-1.4383885860443115,Coventry,Warwickshire,CV2 2LQ,University Hospital Site,BMI Healthcare,Hospital,Independent Sector
93,18449,BMI The Park Hospital,53.05009460449218,-1.1428712606430054,Arnold,Nottinghamshire,NG5 8RX,Sherwood Lodge Drive,BMI Healthcare,Hospital,Independent Sector
94,18450,BMI The Princess Margaret Hospital,51.47469711303711,-0.6102659702301027,Windsor,Berkshire,SL4 3SJ,,BMI Healthcare,Hospital,Independent Sector
95,18451,BMI The Priory Hospital,52.4564323425293,-1.9114086627960205,Birmingham,West Midlands,B5 7UG,Priory Road,BMI Healthcare,Hospital,Independent Sector
96,18452,BMI The Ridgeway Hospital,51.52532958984375,-1.786146640777588,Swindon,Wiltshire,SN4 9DD,Moormead Road,BMI Healthcare,Hospital,Independent Sector
97,18453,BMI The Runnymede Hospital,51.37797546386719,-0.5241101980209351,Chertsey,Surrey,KT16 0RQ,Guildford Road,BMI Healthcare,Hospital,Independent Sector
98,18455,BMI Sarum Road Hospital,51.061302185058594,-1.3384943008422852,Winchester,Hampshire,SO22 5HA,,BMI Healthcare,Hospital,Independent Sector
99,18456,BMI The Saxon Clinic,52.02561569213867,-0.7403500080108641,Milton Keynes,Buckinghamshire,MK6 5LR,Chadwick Drive,BMI Healthcare,Hospital,Independent Sector
100,18457,BMI The Shelburne Hospital,51.62603759765625,-0.755028188228607,High Wycombe,Buckinghamshire,HP11 2TR,,BMI Healthcare,Hospital,Independent Sector
101,18458,BMI Shirley Oaks Hospital,51.382301330566406,-0.0563377290964126,Croydon,Surrey,CR9 8AB,,BMI Healthcare,Hospital,Independent Sector
102,18459,BMI The Sloane Hospital,51.40833282470703,-0.0043459585867822,Beckenham,Kent,BR3 5HS,,BMI Healthcare,Hospital,Independent Sector
103,18462,BMI Thornbury Hospital,53.37451934814453,-1.5172610282897947,Sheffield,,S10 3BR,,BMI Healthcare,Hospital,Independent Sector
104,18463,BMI Three Shires Hospital,52.23614501953125,-0.8743086457252502,Northampton,Northamptonshire,NN1 5DR,The Avenue,BMI Healthcare,Hospital,Independent Sector
105,18464,BMI The Winterbourne Hospital,50.70102310180664,-2.4418530464172363,Dorchester,Dorset,DT1 2DR,,BMI Healthcare,Hospital,Independent Sector
106,18466,BMI The Edgbaston Hospital,52.45758819580078,-1.9328780174255369,Birmingham,West Midlands,B15 2QQ,22 Somerset Road,BMI Healthcare,Hospital,Independent Sector
107,18467,BMI Bury St Edmunds Hospital,52.2400779724121,0.719400405883789,Bury St. Edmunds,Suffolk,IP33 2AA,,BMI Healthcare,Hospital,Independent Sector
108,18468,BMI The Duchy Hospital,53.987571716308594,-1.5477964878082275,Harrogate,North Yorkshire,HG2 0HF,,BMI Healthcare,Hospital,Independent Sector
109,18469,BMI The Huddersfield Hospital,53.65835189819336,-1.7987277507781982,Huddersfield,West Yorkshire,HD2 2BL,,BMI Healthcare,Hospital,Independent Sector
110,18470,BMI The Lancaster Hospital,54.04319763183594,-2.795393228530884,Lancaster,Lancashire,LA1 3RH,,BMI Healthcare,Hospital,Independent Sector
111,18471,BMI The Lincoln Hospital,53.23808288574218,-0.5330854058265686,Lincoln,Lincolnshire,LN2 1QU,,BMI Healthcare,Hospital,Independent Sector
112,18472,BMI The Cavell Hospital,51.65922546386719,-0.1013469621539116,Enfield,Middlesex,EN2 7PR,Cavell Drive,BMI Healthcare,Hospital,Independent Sector
113,18476,BMI Mount Alvernia Hospital,51.23574829101562,-0.564204454421997,Guildford,Surrey,GU1 3LX,46 Harvey Road,BMI Healthcare,Hospital,Independent Sector
114,18500,BMI Southend Private Hospital,51.55002975463867,0.6997600793838501,Westcliff-on-Sea,Essex,SS0 9AG,,BMI Healthcare,Hospital,Independent Sector
115,18501,BMI Gisburne Park Hospital,53.94332885742188,-2.267543077468872,Clitheroe,Lancashire,BB7 4HX,Gisburn Park Estate,BMI Healthcare,Hospital,Independent Sector
116,18526,Royal Hospital Haslar,50.78601837158203,-1.1246318817138672,Gosport,Hampshire,PO12 2AA,Haslar Road,Netcare Healthcare UK,Hospital,Independent Sector
117,18564,St Hugh's Hospital,53.55105209350586,-0.0738050788640975,Grimsby,South Humberside,DN32 9RP,Peaks Lane,Claremont & St Hugh's Hospitals (Hmt),Hospital,Independent Sector
118,18620,Priory Hospital Hemel Hempstead,51.7324104309082,-0.4980697631835938,Hemel Hempstead,Hertfordshire,HP3 0BN,Longcroft Lane,Priory Group Limited,Hospital,Independent Sector
119,18621,Heathfield,50.98192596435546,0.3065970540046692,Heathfield,East Sussex,TN21 8UN,Tottingworth Park,Priory Group Limited,Hospital,Independent Sector
120,18622,Priory Hospital Ticehurst ,51.04955291748047,0.398391991853714,Wadhurst,East Sussex,TN5 7HU,,Priory Group Limited,Hospital,Independent Sector
121,18624,Priory Hospital Chelmsford,51.74317932128906,0.4877757132053375,Chelmsford,Essex,CM1 7SJ,Stump Lane,Priory Group Limited,Hospital,Independent Sector
122,18625,Woodbourne Priory Hospital,52.47169494628906,-1.955807089805603,Birmingham,West Midlands,B17 8BY,21 Woodbourne Road,Priory Group Limited,Hospital,Independent Sector
123,18626,Priory Hospital Hayes Grove,51.37308120727539,0.0145953521132469,Bromley,Kent,BR2 7AS,Prestons Road,Priory Group Limited,Hospital,Independent Sector
124,18627,Priory Hospital Roehampton,51.46253967285156,-0.2514947056770325,London,,SW15 5JJ,Priory Lane,Priory Group Limited,Hospital,Independent Sector
125,18628,Priory Hospital Woking,51.31982421875,-0.6226141452789306,Woking,Surrey,GU21 2QF,,Priory Group Limited,Hospital,Independent Sector
126,18629,Priory Hospital Southampton,50.87963104248047,-1.4476076364517212,Southampton,Hampshire,SO40 4WU,Priory Hospital Southampton,Priory Group Limited,Hospital,Independent Sector
127,18630,Priory Hospital Altrincham,53.36557769775391,-2.331951856613159,Altrincham,Cheshire,WA15 0NU,,Priory Group Limited,Hospital,Independent Sector
128,18631,Priory Hospital Preston,53.80076599121094,-2.7838425636291504,Preston,Lancashire,PR4 0HB,Rosemary Lane,Priory Group Limited,Hospital,Independent Sector
129,18632,Priory Hospital North London,51.63027191162109,-0.1203346252441406,London,,N14 6RA,Grovelands House,Priory Group Limited,Hospital,Independent Sector
130,18634,Priory Hospital Cheadle Royal,53.37493896484375,-2.2214720249176025,Cheadle,Cheshire,SK8 3DG,,Priory Group Limited,Hospital,Independent Sector
131,18635,Priory Hospital Middleton St George,54.51710891723633,-1.4331424236297607,Darlington,Durham,DL2 1TS,,Priory Group Limited,Hospital,Independent Sector
132,18653,Priory Hospital Bristol,51.479736328125,-2.5667574405670166,Bristol,Avon,BS16 1EQ,,Priory Group Limited,Hospital,Independent Sector
133,18656,Southampton NHS Treatment Centre,50.912391662597656,-1.3970624208450315,Southampton,Hampshire,SO14 0YG,c/o Care UK - Level C,Practice Plus Group,Hospital,Independent Sector
134,18660,North East London NHS Treatment Centre,51.580543518066406,0.1121212840080261,Ilford,Essex,IG3 8YB,c/o Care UK,Practice Plus Group,Hospital,Independent Sector
135,18758,Tarporley War Memorial Hospital Trust,53.15922164916992,-2.6667234897613525,Tarporley,Cheshire,CW6 0AP,14 Park Road,Other Private Healthcare Providers,Hospital,Independent Sector
136,18761,BMI Woodlands Hospital,54.52036285400391,-1.5046557188034058,Darlington,Durham,DL1 4PL,,BMI Healthcare,Hospital,Independent Sector
137,18765,Optegra Eye Hospital Birmingham,52.48664093017578,-1.890937566757202,Birmingham,West Midlands,B4 7ET,,Optegra UK,Hospital,Independent Sector
138,18789,The Huntercombe Hospital Maidenhead,51.51879501342773,-0.6590959429740906,Maidenhead,Berkshire,SL6 0PQ,Huntercombe Lane South,The Huntercombe Group,Hospital,Independent Sector
139,18791,The Huntercombe Hospital Stafford,52.69441223144531,-2.2332630157470703,Stafford,Staffordshire,ST19 9QT,Ivetsey Bank,The Huntercombe Group,Hospital,Independent Sector
140,18802,Circle Bath Hospital,51.31171035766602,-2.417334079742432,Bath,,BA2 8SF,Foxcote Avenue,Circle Health,Hospital,Independent Sector
141,18807,Circle Reading Hospital,51.4293327331543,-0.9763937592506408,Reading,,RG2 0NE,,Circle Health,Hospital,Independent Sector
142,18819,Bupa Cromwell Hospital,51.4951057434082,-0.1913708299398422,London,,SW5 0TU,164-178 Cromwell Road,Bupa Group,Hospital,Independent Sector
143,18826,Ashtead Hospital,51.30434036254882,-0.3032779693603516,Ashtead,Surrey,KT21 2SB,The Warren,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
144,18827,The Berkshire Independent Hospital,51.44454956054688,-0.9882988333702089,Reading,Berkshire,RG1 6UZ,Swallowscroft,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
145,18829,Duchy Hospital,50.2679443359375,-5.09355354309082,Truro,Cornwall,TR1 3UP,Penventinnie Lane,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
146,18830,Euxton Hall Hospital,53.66095352172852,-2.676298856735229,Chorley,Lancashire,PR7 6DY,Wigan Road,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
147,18831,Fitzwilliam Hospital,52.57646942138672,-0.2975347638130188,Peterborough,Cambridgeshire,PE3 9AQ,Milton Way,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
148,18832,Fulwood Hall Hospital,53.78632354736328,-2.68402099609375,Preston,Lancashire,PR2 9SZ,Midgery Lane,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
149,18833,Mount Stuart Hospital,50.47509765625,-3.5417435169219966,Torquay,Devon,TQ1 4UP,St. Vincents Road,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
150,18834,New Hall Hospital,51.03274154663086,-1.763433814048767,Salisbury,Wiltshire,SP5 4EW,Bodenham,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
151,18836,North Downs Hospital,51.27355575561523,-0.0791384056210517,Caterham,Surrey,CR3 6DP,46 Tupwood Lane,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
152,18837,Oaklands Hospital,53.49230194091797,-2.321049213409424,Salford,Greater Manchester,M6 8AQ,19 Lancaster Road,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
153,18838,Oaks Hospital,51.90629959106445,0.8949929475784301,Colchester,Essex,CO4 5XR,Oaks Place,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
154,18839,Park Hill Hospital,53.53036499023438,-1.1116031408309937,Doncaster,South Yorkshire,DN2 5TH,Thorne Road,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
155,18840,Pinehill Hospital,51.95029830932617,-0.2629849314689636,Hitchin,Hertfordshire,SG4 9QZ,,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
156,18841,Renacres Hospital,53.60013198852539,-2.9506828784942627,Ormskirk,Lancashire,L39 8SE,Renacres Lane,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
157,18842,Rowley Hall Hospital,52.79478073120117,-2.1262667179107666,Stafford,Staffordshire,ST17 9AQ,Rowley Avenue,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
158,18843,Springfield Hospital,51.75337219238281,0.4846121370792389,Chelmsford,Essex,CM1 7GU,Lawn Lane,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
159,18844,Rivers Hospital,51.80709457397461,0.1304715871810913,Sawbridgeworth,Hertfordshire,CM21 0HH,High Wych Road,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
160,18846,West Midlands Hospital,52.45781707763672,-2.076659679412842,Halesowen,West Midlands,B63 2AH,Colman Hill,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
161,18847,Winfield Hospital,51.88044357299805,-2.2424166202545166,Gloucester,Gloucestershire,GL2 9WH,Tewkesbury Road,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
162,18848,Woodland Hospital,52.41162872314453,-0.7684906125068665,Kettering,Northamptonshire,NN16 8XF,Woodland Hospital,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
163,18850,Horton NHS Treatment Centre,52.05352401733398,-1.3366494178771973,Banbury,Oxfordshire,OX16 9FG,,Ramsay Healthcare UK Operations Limited,Hospital,Independent Sector
